species,decimalLatitude,decimalLongitude,individualCount
Sympis rufibasis,9.435854,77.165771,169
Symplocos acuminata,12.103781,75.815277,15
Symplocos cochinchinensis,11.835275,75.839096,122
Symplocos obtusa,11.411828,76.695358,70
Synclera traducalis,14.351889,75.739738,30
Synedrella nodiflora,9.281531,76.453415,206
Syngamia latimarginalis,11.361525,76.793343,43
Syngonium podophyllum,10.059458,76.345718,6
Synoicus chinensis,24.56469,93.685654,141
Synostemon bacciformis,12.856424,80.170769,117
Syntomoides imaon,29.346083,79.551918,209
Syntypistis comatus,27.1994,92.484528,203
Syntypistis fasciata,24.435202,92.324333,8
Syrmaticus humiae,24.846565,94.306641,176
Syrrhaptes tibetanus,33.275436,78.049622,141
Syzygium aqueum,11.916494,75.731163,195
Syzygium aromaticum,8.72786,76.938736,6
Syzygium calcadense,8.504928,77.466446,126
Syzygium calophyllifolium,11.401452,76.73555,117
Syzygium caryophyllatum,14.6027,74.305222,191
Syzygium cumini,20.197,85.429,211
Syzygium densiflorum,10.359266,76.889862,205
Syzygium fruticosum,26.9602,94.2883,97
Syzygium gardneri,10.359332,76.8899,86
Syzygium grande,12.103781,75.815277,198
Syzygium hemisphericum,14.888144,74.578911,116
Syzygium jambos,9.482057,76.498676,208
Syzygium kurzii,26.825659,92.77549,165
Syzygium laetum,11.835275,75.839096,206
Syzygium mundagam,8.504928,77.466446,140
Syzygium myhendrae,8.518722,77.383575,99
Syzygium nervosum,14.681888,77.600594,80
Syzygium rubicundum,12.103781,75.815277,118
Syzygium salicifolium,12.873392,75.646362,129
Syzygium samarangense,22.987408,87.009662,194
Syzygium stocksii,11.835634,75.8563,79
Syzygium zeylanicum,8.504928,77.466446,152
Tabebuia aurea,13.035417,77.590645,169
Tabebuia heterophylla,17.3098,78.6827,141
Tabebuia pallida,26.914698,75.731664,181
Tabebuia rosea,11.920095,79.823357,189
Tabernaemontana alternifolia,8.9885,76.8503,208
Tabernaemontana divaricata,26.434147,91.437279,206
Tabernaemontana gamblei,10.357455,76.883507,147
Tabernaemontana rostrata,32.726601,74.857025,2
Tacca chantrieri,27.206396,95.443893,57
Taccocua leschenaultii,11.664325,78.146014,116
Tachybaptus ruficollis,18.28281,74.795341,210
Tachymarptis melba,14.665309,74.300088,180
Tadarida aegyptiaca,18.523569,73.841125,144
Tadarida teniotis,30.385685,78.175835,48
Tadehagi triquetrum,14.617094,74.844864,198
Tadorna ferruginea,28.52673,77.575363,211
Tagesoidea tages,24.434599,92.324684,179
Tagetes erecta,22.750521,88.340577,201
Tagiades gana,9.0005,76.71,199
Tagiades japetus,11.734461,78.202039,210
Tagiades litigiosa,26.102047,91.696548,209
Tagiades menaka,27.294271,95.658661,158
Tagiades parra,26.722933,89.604309,29
Tajuria cippus,18.962999,73.262711,210
Tajuria jehana,23.061768,87.29738,199
Takydromus sexlineatus,24.352678,92.344814,174
Talicada nyseus,12.884382,77.463721,211
Talinum fruticosum,11.404942,76.333336,162
Talinum portulacifolium,11.073442,79.557533,142
Talipariti tiliaceum,12.971599,77.594566,164
Tamarindus indica,22.6765,77.7538,211
Tamarix ericoides,22.75782,77.739601,111
Tamilnadia uliginosa,22.057438,78.938171,189
Tamiops mcclellandii,27.082073,93.540794,174
Tanaecia jahnu,24.352674,92.344815,139
Tanaecia julii,26.723936,88.28124,193
Tanaecia lepidea,10.452874,76.297146,210
Tanaoctenia haliaria,27.547604,93.897888,162
Tapena thwaitesi,11.734461,78.202039,181
Taphozous melanopogon,23.181467,79.986404,200
Taphozous nudiventris,17.385363,78.404129,94
Taphozous theobaldi,15.335013,76.460022,196
Tapinoma melanocephalum,8.549304,76.977268,206
Taractrocera ceramas,18.985037,73.28923,206
Taractrocera maevius,23.665642,87.334063,211
Taraka hamada,27.112975,88.678665,140
Tarebia granifera,8.5306,76.9056,101
Tarenna asiatica,11.98608,79.807961,204
Tarenna nilagirica,11.835275,75.839096,25
Tarlmounia elliptica,12.95976,79.303085,190
Tarsiger hyperythrus,27.155851,92.462997,171
Tarsiger rufilatus,30.587522,78.139156,206
Tarsolepis fulgurifera,13.714,75.0007,45
Tarucus balkanica,19.0525,72.8626,207
Tarucus extricatus,25.078558,75.995667,207
Tarucus nara,26.238947,73.024309,207
Tarucus theophrastus,25.18497,75.827902,192
Tarucus venosus,23.028713,88.855705,205
Tatera indica,12.319274,77.754532,208
Tatobotys biannulalis,22.4694,88.3773,173
Tatobotys janapalis,22.194485,88.183578,196
Taxus baccata,30.701361,79.593353,53
Taxus wallichiana,30.110556,79.702499,147
Technomyrmex albipes,10.216042,77.483269,12
Tecoma castanifolia,12.962049,80.196144,128
Tecoma stans,8.9895,76.8502,207
Tecomaria capensis,28.539803,77.166405,178
Tecomella undulata,26.854866,75.824297,155
Tectona grandis,27.0429,95.0916,207
Tegenaria domestica,10.238113,77.489182,205
Telamonia dimidiata,13.332059,74.743034,209
Teldenia vestigiata,25.519754,91.264931,193
Telicota ancilla,23.080567,86.938467,193
Telicota bambusae,19.018236,73.279388,193
Telicota colon,23.4733,87.301597,208
Telinga malsara,26.722933,89.604309,60
Telinga misenus,27.528611,96.387693,76
Teliphasa albifusa,30.448538,78.641289,206
Telosma pallida,25.3544,75.985,31
Tephrodornis pondicerianus,22.896588,86.206103,204
Tephrodornis sylvicola,14.894711,74.330154,167
Tephrodornis virgatus,17.596373,81.685295,189
Tephrosia maxima,8.334947,77.865311,109
Tephrosia purpurea,13.130369,77.549042,211
Tephrosia strigosa,12.842285,79.087654,182
Tephrosia villosa,22.7283,77.7358,41
Terapon jarbua,12.045794,75.19339,107
Terastia egialealis,24.435003,92.324074,93
Teratodes monticollis,24.59259,72.71563,207
Teretrurus sanguineus,10.0883,77.0631,116
Terminalia anogeissiana,12.739408,77.575195,209
Terminalia arjuna,32.726601,74.857025,208
Terminalia bellirica,10.356369,76.127647,207
Terminalia catappa,9.498067,76.338852,205
Terminalia chebula,15.39719,74.338219,208
Terminalia citrina,27.028,94.3218,67
Terminalia coronata,24.671478,79.972008,132
Terminalia elliptica,14.344178,75.736519,206
Terminalia paniculata,17.370552,73.741997,210
Terminalia pendula,28.483423,77.109764,183
Terminalia phillyreifolia,11.927905,79.823395,12
Ternstroemia gymnanthera,11.445833,76.874336,61
Terpsiphone paradisi,11.065171,76.908476,208
Tesia cyaniventer,26.645924,89.549004,56
Tetracera akara,8.983249,76.719223,59
Tetracerus quadricornis,12.212254,77.593002,210
Tetragonula iridipennis,23.057372,72.437516,165
Tetragonus catamitus,9.951943,76.311035,173
Tetrameles nudiflora,11.852994,75.746597,200
Tetrapilus dioicus,12.386219,75.529854,166
Tetraponera nigra,18.432357,73.762495,106
Tetraponera rufonigra,19.148888,72.882271,195
Tetrathemis platyptera,9.9239,76.7693,205
Thaduka multicaudata,12.7553,75.4305,170
Thalasseus bengalensis,18.791422,72.913627,37
Thalasseus bergii,15.405362,73.931976,65
Thalasseus sandvicensis,9.02325,76.515739,167
Thalassodes quadraria,27.547604,93.897888,12
Thalictrum cultratum,30.728041,79.605301,162
Thalictrum foliolosum,30.728041,79.605301,184
Thaumantis diores,26.09339,91.749112,205
Thelacantha brevispina,26.00663,92.867218,210
Theloderma baibungense,24.352678,92.344814,145
Theloderma moloch,28.244785,95.7977,175
Themeda triandra,18.540813,73.453217,5
Theobroma cacao,11.977699,79.842194,204
Therea petiveriana,13.034705,80.263039,145
Theretra alecto,8.487494,76.948624,51
Theretra castanea,8.088306,77.538452,133
Theretra clotho,8.088306,77.538452,53
Theretra latreillii,21.769949,88.231513,158
Theretra nessus,9.951943,76.311203,92
Theretra oldenlandiae,12.971599,77.594566,158
Theretra pallicosta,24.43202,92.330688,99
Theretra silhetensis,24.43202,92.330688,155
Theretra suffusa,24.43202,92.330688,44
Theretra sumatrensis,28.33595,94.961651,28
Theridula gonygaster,15.213424,74.036568,199
Thermopsis barbata,27.895832,88.534439,77
Thespesia lampas,16.7946,73.321449,64
Thespesia populnea,12.89115,77.587372,206
Thevetia ahouai,27.0157,94.9908,23
Thiania bhamoensis,14.592792,74.670782,179
Thinopteryx crocoptera,25.578773,91.893254,211
Tholymis tillarga,19.9104,85.6708,210
Thomisus lobosus,9.981636,76.299884,200
Thomisus spectabilis,20.949732,73.49462,195
Thoressa cerata,27.445472,96.535809,39
Thottea siliquosa,14.6188,74.827881,201
Threskiornis melanocephalus,27.0259,94.324954,211
Thrigmopoeus truculentus,12.410928,75.750214,36
Thrixspermum filiforme,12.41037,77.755592,155
Thunbergia alata,22.46834,78.432213,182
Thunbergia coccinea,10.808508,75.966353,186
Thunbergia erecta,9.894261,76.308072,192
Thunbergia fragrans,8.549448,76.973816,191
Thunbergia grandiflora,10.574222,76.025391,174
Thunbergia laurifolia,10.977632,76.219848,132
Thunbergia mysorensis,13.06445,77.620255,202
Thunia alba,25.095387,94.361649,97
Thunnus albacares,9.931233,76.267304,135
Thyas coronata,25.612099,91.897713,209
Thyas honesta,15.9625,73.99778,203
Thyas juno,28.656543,94.977252,207
Thyene imperialis,23.584633,87.337715,201
Thymus linearis,31.609468,78.429008,197
Thyrassia subcordata,22.192463,88.185656,152
Thysanolaena latifolia,26.090621,91.753757,142
Thysanoplusia orichalcea,33.707554,74.935493,105
Thysanoplusia reticulata,11.353002,76.79591,123
Tibetiodes diplostephioides,30.728041,79.605301,51
Ticanto crista,16.629833,73.343567,201
Ticherra acte,24.352674,92.344815,143
Tichodroma muraria,26.710882,91.670944,182
Tickellia hodgsoni,28.216534,95.796234,95
Tiliacora acuminata,12.916517,79.132499,164
Timalia pileata,26.659422,91.001129,180
Timandra convectaria,10.330177,76.959923,1
Tinolius eburneigutta,11.685358,76.131995,22
Tinolius quadrimaculatus,26.142598,91.643536,144
Tinospora cordifolia,12.981388,80.243225,207
Tinospora sinensis,18.915142,73.30291,188
Tipuana tipu,12.949337,77.585136,118
Tiracola aureata,11.3632,76.7926,37
Tirumala hamata,9.9168,76.3895,121
Tirumala limniace,11.709446,76.095535,210
Tirumala septentrionis,11.401439,75.809625,211
Tithonia diversifolia,24.929413,94.161613,172
Todiramphus chloris,15.40575,73.928635,174
Tonica niviferana,25.143525,94.283342,65
Toona ciliata,13.07654,77.617607,208
Tor khudree,15.729723,73.977814,175
Tor remadevii,11.481938,77.075872,24
Torenia asiatica,10.307011,76.334059,30
Torenia fournieri,10.30256,76.332144,123
Torenia indica,9.440459,76.532927,70
Torenia travancorica,9.92421,76.769295,8
Tournefortia heyneana,11.764022,75.849869,145
Toxicodendron succedaneum,25.143524,94.28334,42
Trabala garuda,11.353003,76.795906,179
Trabala vishnou,24.433414,92.328758,184
Trachemys scripta,18.662163,72.889328,204
Trachydium roylei,30.728041,79.605301,203
Trachypithecus geei,26.144517,91.736237,194
Trachypithecus phayrei,24.864913,92.359153,178
Trachypithecus pileatus,24.69355,92.711811,163
Trachyspermum ammi,25.2327,75.8401,190
Tradescantia pallida,10.719188,76.601212,185
Tradescantia spathacea,20.18396,85.617307,204
Tradescantia zebrina,26.427524,80.335337,59
Tragia involucrata,20.1976,85.4398,186
Tragia plukenetii,14.7065,76.3368,149
Tragia sanjappae,11.604632,77.076591,102
Tragopan melanocephalus,31.0954,77.2625,50
Tragopan satyra,27.369328,88.658127,130
Tramea basilaris,10.996416,77.140019,205
Tramea limbata,19.345945,72.786071,211
Tramea transmarina,26.117243,91.980201,179
Tramea virginia,21.128242,79.613713,121
Trametes versicolor,15.542554,73.762917,174
Traminda aventiaria,12.229486,75.198311,157
Traminda mundissima,13.066737,77.575615,202
Trapa natans,21.07,79.269997,34
Trapelus agilis,26.720333,70.594803,195
Traulia azureipennis,8.81566,77.013268,123
Trema orientale,13.044409,77.538933,204
Tremella fuciformis,10.312219,76.271964,206
Treron affinis,9.591567,76.522153,135
Treron apicauda,26.923437,92.827751,206
Treron bicinctus,17.629953,81.639748,190
Treron chloropterus,13.257719,93.002525,134
Treron curvirostra,24.583525,92.400772,199
Treron phayrei,26.659422,91.001129,142
Treron phoenicopterus,22.334513,80.611511,210
Treron sphenurus,26.753054,91.212425,167
Trianthema portulacastrum,11.894144,79.818588,159
Tribulus terrestris,14.6303,77.6236,202
Trichodesma indicum,21.592529,78.529167,199
Trichodesma zeylanicum,17.329731,76.834296,70
Trichogaster fasciata,27.47995,94.923485,159
Trichogaster lalius,27.010416,94.336693,88
Tricholepis amplexicaulis,18.335573,73.672699,178
Tricholepis glaberrima,18.75436,76.776543,83
Tricholepis radicans,18.6605,72.9359,98
Trichonephila clavata,25.612099,91.897713,171
Trichosanthes cucumerina,10.236606,77.490204,173
Trichosanthes dioica,12.743846,79.073334,43
Trichosanthes tricuspidata,18.698286,73.390045,210
Trichuriella monsoniae,13.170984,80.199112,184
Tridax procumbens,26.185904,91.721571,206
Trifolium repens,10.238114,77.489182,169
Trigastrotheca pentaphylla,14.681888,77.600594,189
Trigonella foenum-graecum,25.1848,75.825,188
Trigoniulus corallinus,9.596133,76.512294,180
Trigonocorypha unicolor,14.7067,76.3346,103
Trigonodes hyppasia,14.319553,75.780998,208
Trilocha varians,22.192019,88.185081,158
Trimeresurus albolabris,26.701197,89.024048,79
Trimeresurus andersonii,11.433259,92.63308,185
Trimeresurus cantori,8.088012,93.520836,210
Trimeresurus erythrurus,24.43202,92.330688,182
Trimeresurus labialis,9.237184,92.792435,90
Trimeresurus medoensis,27.171902,93.702904,208
Trimeresurus mutabilis,8.053578,93.535538,63
Trimeresurus popeiorum,27.782575,96.347659,168
Trimeresurus septentrionalis,30.095238,78.383934,27
Trimezia gracilis,22.467446,78.434585,123
Tringa erythropus,27.159609,77.521813,153
Tringa glareola,11.598318,78.597435,210
Tringa nebularia,18.811142,72.938426,204
Tringa ochropus,12.205543,77.825089,210
Tringa stagnatilis,17.385044,78.486671,193
Tringa totanus,18.7917,72.914775,188
Trischalis subaurana,24.432493,92.330894,174
Tristellateia australasiae,8.549448,76.973816,151
Tritaxis beddomei,10.357455,76.883507,167
Trithemis aurora,28.461393,76.890831,211
Trithemis festiva,25.2377,75.8324,208
Trithemis kirbyi,11.687405,78.180668,203
Trithemis pallidinervis,13.130651,77.546502,210
Triticum aestivum,25.3635,76.0078,58
Triumfetta annua,18.281355,73.978584,155
Triumfetta obliqua,30.74361,78.341942,143
Triumfetta rhomboidea,13.130262,74.985275,190
Triumfetta rotundifolia,22.7276,77.7353,90
Trochalopteron affine,27.012085,88.199501,168
Trochalopteron cachinnans,11.400909,76.716019,160
Trochalopteron erythrocephalum,27.131105,88.075974,171
Trochalopteron fairbanki,10.190311,77.177274,151
Trochalopteron lineatum,30.452374,78.1073,201
Trochalopteron subunicolor,27.251848,88.777504,177
Troglodytes troglodytes,28.216534,95.796234,86
Troides aeacus,27.098356,92.817829,199
Troides helena,13.2968,77.1637,192
Troides minos,9.981636,76.299884,206
Tropaeolum majus,32.109051,77.163826,138
Tropidia angulosa,15.236119,74.617282,150
Tropidophorus assamensis,24.08032,92.077789,85
Trotocraspeda divaricata,28.656543,94.977252,185
Truxalis nasuta,20.1993,85.4388,0
Trypanophora semihyalina,22.192492,88.185547,99
Tupaia belangeri,24.600548,92.381363,140
Tupaia nicobarica,6.980614,93.856544,92
Turdoides affinis,13.086501,77.685013,206
Turdoides caudata,28.635344,75.382024,173
Turdoides earlei,23.486374,87.290298,171
Turdoides malcolmi,26.8691,75.8152,205
Turdoides striata,12.86068,74.85596,210
Turdoides subrufa,11.995632,77.142761,135
Turdus albocinctus,27.0494,88.111,159
Turdus atrogularis,26.632656,88.31459,11
Turdus boulboul,31.957851,77.109459,155
Turdus maximus,11.353002,76.79591,209
Turdus obscurus,10.109087,76.500404,209
Turdus simillimus,11.400909,76.716019,197
Turdus unicolor,33.996492,74.847789,202
Turnera diffusa,10.452874,76.297146,113
Turnera subulata,8.549304,76.977264,190
Turnera ulmifolia,16.651833,73.364182,205
Turnix suscitator,26.871235,78.563332,164
Tylorida marmorea,17.723333,73.825836,188
Tylorida striata,24.43202,92.330688,199
Tylorida ventralis,22.988771,87.010568,130
Tylototriton himalayanus,26.923237,88.38739,114
Tylototriton verrucosus,25.143524,94.28334,85
Tylotropidius varicornis,11.3847,76.7185,123
Typha angustifolia,22.734271,77.738071,169
Typha domingensis,18.26852,74.798462,80
Typha latifolia,19.9134,85.6665,92
Tyspanodes linealis,25.2003,75.8045,174
Tyspanodes nigrolinealis,25.143525,94.283342,185
Tyto alba,13.066125,77.576449,205
Tyto longimembris,24.563362,93.763161,156
Udara akasa,11.016845,76.955832,175
Udaspes folus,22.988771,87.010568,211
Udea ferrugalis,12.77129,77.584679,120
Ulex europaeus,11.411828,76.695358,116
Ulva lactuca,9.287625,79.312929,99
Una usta,27.344357,93.81677,122
Uncia uncia,32.332489,78.008716,150
Unkana ambasa,26.699424,89.617713,97
Uperodon anamalaiensis,9.690855,76.848915,103
Uperodon globulosus,26.615998,89.532393,202
Uperodon montanus,10.764327,76.438955,201
Uperodon mormoratus,18.988659,73.271179,211
Uperodon systoma,12.759288,78.207504,206
Uperodon taprobanicus,15.236119,74.617282,209
Uperodon triangularis,12.368503,75.904953,207
Uperodon variegatus,10.727878,76.424492,205
Upupa epops,12.218965,77.57515,211
Urapteroides astheniata,26.142598,91.643536,26
Urena lobata,9.696137,76.300042,204
Urena procumbens,22.751896,77.728866,120
Urocissa erythroryncha,30.349251,77.995033,141
Urocissa flavirostris,27.155851,92.462997,196
Uropeltis beddomii,10.472778,76.953889,177
Uropeltis bicatenata,19.07285,73.556537,194
Uropeltis ceylanica,10.029243,77.045848,105
Uropeltis dindigalensis,10.362379,77.969458,128
Uropeltis ellioti,12.813616,77.567336,100
Uropeltis liura,8.6733,77.1988,39
Uropeltis macrolepis,17.43,73.65,201
Uropeltis maculata,10.27398,77.12543,199
Uropeltis myhendrae,8.532766,77.124067,110
Uropeltis nitida,10.30582,76.872772,171
Uropeltis ocellata,10.298032,76.924403,86
Uropeltis phipsonii,15.964716,74.003571,206
Uropeltis pulneyensis,10.126626,77.25817,192
Uropeltis rubrolineata,8.775958,77.227519,192
Uropeltis rubromaculata,10.324482,77.016006,115
Uropeltis shorttii,11.7734,78.1902,143
Uropeltis woodmasoni,10.211536,77.487179,151
Urothemis signata,23.520444,87.311923,211
Ursus thibetanus,30.049208,78.042368,183
Urtica dioica,10.292274,76.165332,171
Utetheisa lotrix,19.360768,72.791933,188
Utetheisa pulchella,23.654371,88.109001,203
Utetheisa pulchelloides,26.202281,91.739281,156
Utricularia albocaerulea,14.276181,74.527464,8
Utricularia aurea,19.6489,85.134,137
Utricularia babui,17.405293,73.670448,122
Utricularia caerulea,22.705231,87.044832,192
Utricularia graminifolia,17.723343,73.823486,183
Utricularia reticulata,17.247755,73.370872,37
Utricularia striatula,18.467966,73.450424,211
Uvaria narum,11.842534,75.664444,96
Vaccinium neilgherrense,11.434722,76.874443,8
Vachellia farnesiana,13.212373,77.673256,52
Vachellia leucophloea,25.2193,75.8325,209
Vachellia nilotica,22.7349,77.7404,210
Vachellia planifrons,11.604632,77.076591,200
Vachellia tortilis,26.8519,75.8037,164
Vagrans egista,26.170923,91.714165,176
Valeriana jatamansi,20.169433,85.333005,175
Vallaris solanacea,11.840998,75.919907,173
Vanda alpina,25.180449,93.0121,149
Vanda coerulea,27.750442,95.595866,206
Vanda griffithii,25.310746,94.479976,146
